Question	Answer	Intent	Entities	Link
I have some issues about my I20 and the orientation attendance. I applied my i20 two weeks before as a student in a different school at Columbia, so I have to notify them and it usually takes time to rectify it. And I am afraid of getting my visa settle down on time. Also, I booked flight to NYC that departures on Aug 26th because the other program's orientation is on 29th. And it is all about that I can get my visa before the orientation.  Have you seen this kind of problem before? Or do you have some suggestions than can help me figure the problems out?	We hope you will be able to attend as much of Grad SEAS Welcome Day as possible. The complete schedule is available here. Please refer questions regarding your I-20 application and visa status to isso@columbia.edu.	Info	Visa	
I'm looking at the schedule right now for the SEAS Graduate Welcome Day. Are the welcome day events completely mandatory? And what does being there benefit the students beyond reading on orientation basics from online? I'm mainly asking because I would like to use some time in August to travel and the welcome day interrupts that schedule.	While Grad SEAS Welcome Day activities are not mandatory, we strongly encourage incoming graduate students to attend to meet fellow classmates, administrators, and faculty. These activities are intended to help familiarize new students with University resources and build community before everyone gets busy with academics.  Your Dept Orientation is mandatory, and I recommend you communicate any plans that conflict with you Dept administrator whose information can be found here.	Required	Welcome Day	
I'm a new graduate student. I've run into a problem about my I-20.I first waited for a month after submitting all the documents and I was told my financial support doesn't have sufficient amount of money so I obtained a new one and submitted it about three weeks ago but I haven't received any updates since then. I have been waiting for about two months in total and I'm still waiting for my I-20, which may possibly affect my visa application process. Would you please tell them about my situation and, if possible, shorten my waiting period?	Visa application information can be found here.  As noted, for questions related to the visa application process or the status of your I-20, please contact newintlstudent@columbia.edu.	Notification	Visa	
I was admitted last week, but I have not yet received my student account. As a result, I can not complete my checklist and Pre-work assignments and have trouble dealing with housing. I understand that it may take some time for the Columbia system to generate my student account. Is there any way to accelerate the process?	It takes 3-5 days for your student record to be generated. You will receive your UNI and PID along with next steps within one week.	Creation	UNI	
I am an incoming student, and I would like to know if the housing application decision has been decided. Being an international student, I would love the opportunity of living on campus and be part of the Columbia community.	We are currently in the process of reviewing UAH applications. As you know, UAH allocations are very limited, and we recommend you review the information about housing options available here. The site password is SEAS2016.  UAH allocation notifications will be sent through early July. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by mid-July you may consider your application Waitlisted.	Notification	UAH	
I am from India and have been accepted for the Fall'16 MS in EE program at Columbia University. I have even received my I20 from Columbia University. However, due to some personal issues, I would not be able to attend Columbia.  Could you please tell me what procedures I must complete to return back the I20 and also by when I must return my I20?	For questions related to the visa application process or the status of your I-20, please contact newintlstudent@columbia.edu.	Application	Visa	
I am a newly admitted student to the Electrical Engineering MS program at Columbia. Sorry to disturb you. But I wonder if I need to mail my final transcripts and degree certificates before I arrive on campus. If yes, what is the deadline for them?  		Deadline	Transcript	
If I do not need to mail them in advance, how many sets of the documents should I bring when I leave for Columbia?	Yes, you can drop them off at SEAS Office of Graduate Admissions and Student Affairs. Please write your full name and UNI on the upper right corner of the envelope when you drop it off.	Dropoff	Transcript	
I plan to move in the house between August 15th and 19th, which means I will not live in the house during Summer Semester, Do I need to pay the Summer Semester Bill?	  You will not be billed for the summer. That is simply a notification of the rate.	Payment	Summer Housing	
Quick question regarding Welcome Day/Week activities. Are they only open to Grad SEAS students, or can Columbia students in other programs attend/purchase tickets for events? Or, are we allowed to purchase more than 1 ticket?	Welcome Day events are first opened exclusively to new students, and if tickets are left within two days of the event, they are opened to current Grad SEAS students. A few events during the year are co-sponsored with other schools, and some are open to alumni and guests. This will be explicit in the invitation language.	Info	Welcome Day	
This is an incoming student of the IEOR financial engineering master program. As my undergraduate school's medical center has experienced unforeseen technical problems accessing the immunization documents for the past few weeks, I only manage to get the record and immediately mail it today. I used the USPS priority mail so it should arrived at Columbia University before Friday. However in the latest mail you mentioned that the registration for Industrial Engineering will start early in July, which is fewer than 30 days away. May I know will my registration be affected? I'm really sorry for this unforeseeable situation and seek your understanding.	Once documentation of your first MMR vaccine dose is received, the Columbia Health Office will lift the hold on your registration for 28 days (the required wait period between doses).	Info	Registration, Immunization	
I have obtained my bachelor’s degree a week ago, and I have got my official degree statement and copy of your original diploma from my institution. Unfortunately, I forgot to ask the officer in my institution to seal these two documents. I’m writing this email to ask you whether this will be ok? Because my hometown is thousands of kilometers away from my undergraduate institution, I don’t want to bother to go back to my university just for an envelope since that would cost a lot. I have got the original documents of my degree certificate and graduate certificate, will it be ok for me to bring this two documents to Columbia University and show I have finished my undergraduate study successfully.	Please refer your status to seasgradmit@columbia.edu.	Misc	Transcript	
I have submitted my photo online at June 15th but haven't received any reply from the student ID service. Is there any contact I could possibly turn to?	 There is no need for follow-up. The ID center has your photo and will produce your ID.	Info	ID	
 I am an incoming MFE student in IEOR Department for Fall 2016. I have tried to confirm my attendance of the Department Orientation by click the link provided by you. But I don't know why it shows that I have no access to the website.  I am wondering if you can help me to check this problem and I can confirm my attendance then.	Please use your columbia.edu email address.	Issue	Orientation	
I tried registering for the IEOR department orientation at the link above, yet permission was needed to access the page. Please let me know what I can do to gain permission.	Please use your columbia.edu email address.	Issue	Orientation	
 I am unable to access the link for confirming the attendance of the department specific orientation. Can you please let me know what I need to do to get permission?	Please use your columbia.edu email address.	Issue	Orientation	
I was trying to confirm my attendance using the link in your e-mail, but for some reason it doesn't work. I just see a page with a system error when I try to open the link from any computer or other device. Is there any other way to confirm my attendance?	Please use your columbia.edu email address.	Issue	Orientation	
I also wanted to ask whether it is possible to skip the Grad SEAS Welcome Day? I have to work till August 19, and I had planned to arrive on August 20.	2. Grad SEAS Welcome Day is not mandatory, but your Department orientation is required.	Required	Welcome Day	
I also have a question regarding the ID cards. I already submitted a photo for my ID card a few weeks ago and it was accepted. Do I have to do anything else to obtain my ID card in August?	3. No need to follow up re: ID cards; it will be printed and distributed at your Dept orientation. 	Info	ID	
Do you have any news about the Housing decision dates? Will it still be only at the end of July/beginning of August?	4. We are finalizing housing allocations this week. You should receive a notification by Tuesday. If you are waitlisted, I strongly recommend looking for alternate accommodations using the resources available here. The password is SEAS2017. 	Notification	UAH	
I also wanted to ask whether it is possible to skip the Grad SEAS Welcome Day? I have to work till August 19, and I had planned to arrive on August 20.	You are strongly encouraged to attend the Welcome Day on August 19. The sessions will provide a lot of information that will allow you to activate your student status at Columbia and help you to understand the policies and processes for course registration and degree completion.  That said, we understand there are unavoidable circumstances which may delay your arrival in New York.   Please join us for as many of the Fall Welcome Day activities listed here as possible.	Required	Welcome Day	
I also have a question regarding the ID cards. I already submitted a photo for my ID card a few weeks ago and it was accepted. Do I have to do anything else to obtain my ID card in August?	You are all set. IDs will be distributed during your Department-specific orientation. Department orientation dates may be found here. 	Info	ID	
Do you have any news about the Housing decision dates? Will it still be only at the end of July/beginning of August?	UAH allocation notifications will be sent in July, 2016. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by August 12, 2016, you may consider your application waitlisted.	Notification	UAH	
 I will be an MS candidate via the integrated BS/MS Mechanical Engineering program. As such, I imagine many of the requirements/criteria pertaining to first year graduate students do not apply to me. Would you be kind enough to let me know what expectations/requirements there are for me before returning to campus this fall (to finish my last year of undergrad)? Alternatively, you could simply point me in the direction of any information I may need. 	Fantastic! Please be sure to complete the step regarding Academic Advising and Registration Procedures.	Info	Checklist,Undergrad	
I'm an incoming chemical engineering masters student. I applied for on-campus housing in April, and I have also been actively searching for off-housing these past weeks but to no avail. I'm facing the possibility of withdrawing from Columbia if I am unable to find housing. Could you please tell me when I should expect a decision regarding on-campus housing? I understand that it is extremely limited, so I will be happy with any decision.	UAH allocation notifications will be sent in July, 2016. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by August 12, 2016, you may consider your application waitlisted.	Notification	UAH	
I desire to know that when can I receive the final decision about my UAH application? Because the status showed that it hasn't reviewed so far even though I've submitted my application for nearly three months . So could you please tell me when is the decision made? 	UAH allocation notifications will be sent in July, 2016. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by August 12, 2016, you may consider your application waitlisted.	Notification	UAH	
I worked at Columbia in the past and received an ID. It seems that I have an "active" card and can't submit a new photo. What should I do to receive a new card? I no longer have the old card.	Please refer to student ID center. 	Issue	ID	
I tried to register for my department orientation (Computer Science), but the Google Form says I need permission: "This form can only be viewed by users in the owner's organization."	Please use your columbia.edu email. You should be able to activate your UNI immediately. Have you reviewed the new student checklist here? If you haven't received emails from me previously, you will soon!	Issue	Orientation	
Also, do you know when we can begin to activate our UNI? It does not look like my account is in the system yet. Please advise. 	You should be able to activate your UNI immediately. Have you reviewed the new student checklist here? If you haven't received emails from SEAS GSA, you will soon. 	Activation	UNI	
I am an enrolled student in MS, mechanical engineering for fall2016. I wish to enquire about and purchase the tickets for the concerts mentioned in the orientation schedule.	Incoming students will receive email invitations to access discounted prices to all ticketed events, but capacity is limited, and tickets to most events sell out quickly. Be mindful of your academic responsibilities when purchasing tickets, as refunds will not be issued.	Info	Events	
Do we have to send meningitis vaccination documents as well or only MMR vaccination documents? The new student checklist has only asked us to send MMR vaccination documents, but, for Meningitis vaccine it is only asking for us to "Certify our Decision" as, if we have received it or are planning to receive it or won't receive it. It would be a great help if you could clarify this doubt, because, if we have sent the documents for Meningitis vaccination, what, where, and how should we send them?	Only MMR is required. Meningitis is optional, but you must certify your decision whether to submit or not, it is your decision. If you decide to send meningitis docs, the process for submission is the same.	Info	Immunization	
I'm a new admitted PhD student for applied physics. I made a very serious mistake with my housing application offers.   Today I log into my Columbia email and found that on June 9th I received a housing offer from UAH and it has already expired on June 15th.     I'm terribly sorry to not check my Columbia email in time. However I  can always receive all emails from Columbia by my other email address, so I previous thought I  can also receive the email from UAH by my other email address. I'm really sorry for my fault.    I've always been very concerned with my housing application. Indeed I completed application back in April and I also sent email to my Department Administrator on Jun 3rd asking for updates in housing. I really hope to get campus housing and I'd really appreciate if I can be considered to get housing in my second application. 	Please contact the SEAS Graduate Housing liaisons.	Issue	UAH	
I had sent my official transcripts (UG & PG) through DHL courier service & it was received by one of the college officials. Could you please confirm receipt of the same?	Please refer to seasgradmit@columbia.edu. 	Info	Transcript	
Could you please tell me when is the start date of classes?	Please read Step 7 of the new student check-list.	Info	Start Date	
I'm an admitted student of Columbia University in the City of New York. Here I'm writing to ask you whether there is an orientation in your university and how can I apply to attend it if there is one.	Information about Grad SEAS Welcome Day can be found here.	Info	Welcome Day	
Also, I wonder to know some information about the housing and do I need to apply?	Information about housing for Grad SEAS students can be found here.	Info	UAH	
I am trying to RSVP for my department specific orientation, but it says that I need permission. I was wondering how to get around this?	Please use your columbia.edu email. You should be able to activate your UNI immediately. Have you reviewed the new student checklist here? If you haven't received emails from me previously, you will soon!	Issue	Orientation	
I am so sorry that I'm on a trip dduring the recent few days and my photo ,which is on my laptop, is not accessible till tomorrow. I really am sorry about the inconvenience, and I'm wondering if it's ok I apply for my ID one day after July 1?	Please submit your ID application as soon as possible if you have not already done so.	Issue	ID	
I am an incoming master student in Civil Engineering school of Columbia University. I have some questions regarding my UAH status and the orientation affairs: I applied for UAH about 10 days ago and the system indicated that I was in the waitlist. So when can I know whether my application is accepted or rejected? It's quite serious for our international students, for we should also pay attention to the off-campus apartments. Please inform me about my UAH status quickly.	UAH allocation notifications will be sent in July, 2016. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by August 12, 2016, you may consider your application waitlisted.	Notification	UAH	
The second question is about my department orientation: should I click some button in a given website to comfirm that I can attend the orientation, or I can do nothing at this time, just directly attend the orientation in Aug 25? if I should, everytime I clicked "here" it warned me that "You need permission", for this questions, I hope you can help me soon.	Please use your columbia.edu email. You should be able to activate your UNI immediately. Have you reviewed the new student checklist here? If you haven't received emails from me previously, you will soon!	Issue	Orientation	
I am a newly admitted graduate student. I saw there is orientation on the new student checklist. The orientation date for mechanical engineering department is still TBD. Can you tell me what is the approximate date for the orientation, because I am starting to book the flight now. 	Please contact your respective Department Administrator. Department contacts are available here.	Info	Department, Orientation	
I am an incoming graduate student of MSOR program. I am a little bit confused about the new student checklist since I attended Columbia last September and just completed my Master degree in Mechanical Engineering at Columbia University this May and then I think I am not "new" for Columbia. I have noticed that the checklist mentioned that I may not need to apply for a new student ID for the expiration date for my current ID which I received last year is 06/14/2020. However, what I am not sure is whether I need to update my registration sticker for FALL 2016 since the one on my ID is FALL 2015.	You do not need to apply for a new ID. Please simply request a new sticker for fall 2016 in the student id center in 503 Kent hall.	Required	ID, Again	
I attended Columbia last September and just completed my Master degree in Mechanical Engineering at Columbia University this May and then I think I am not "new" for Columbia. Last year when I prepared for the enrollment in MSME program, I have received MMR & Meningitis Vaccination and submitted the documents to Columbia Health Immunization Compliance Office. Do I need to receive the vaccination and submit these documents again for the new program in Columbia?	You do not need to re-submit your immunization documents.	Required	Immunization, Again	
Could you add me to the Facebook Housing Group?  My facebook name is xxxxx. I'm trying to get into the group, but the status has been pending for a long time. Thank you so much!	We'll admit you to the facebook group as soon as possible!	Application	Facebook Group	
As I wait for my housing assignment, I was just wondering if there is storage available at Columbia for students? If not permanent storage then temporary storage for items being shipped to campus for storage until I could move into to my housing?	No, there is no storage for students on campus. If you are not familiar with this company, it may be helpful, as they have a site close to the main campus.	Info	Storage	
I was wondering if it were possible to adjust my move-in date and move it up from end August to beginning August or July? 	If you have not already, please contact uah@columbia.edu with your request.	Adjust	move-in date	
I understand that the registration for fall semester classes will start on 25th July. I have some specific queries regarding the registration process and subjects. Could you please tell the right point of contact to direct these queries to?	Please contact your respective Department Administrator. Department contacts are available here.	Contact	Registration	
I was wondering if there was an expanded schedule for welcome day and orientation anywhere for SEAS's graduate orientation? Grad welcome day is August 19th and classes start September 1st, what happens in between?	The schedule is available here: http://welcomeday.gradengineering.columbia.edu/new-student-check-list.html	Info	Welcome Day	
My Department orientation is still listed as TBD. Iwas wondering when that would be updated as I have to plan for coming from overseas.	Please contact your respective Department Administrator. Department contacts are available here.	Info	Department Orientation	
Due to financial reasons, I will not be joining Columbia.	Hello! We are sorry to hear you are considering withdrawing your Promise to Register at Columbia Engineering. Please be advised your deposit is non-refundable. To confirm your withdrawal, please contact seasgradmit@columbia.edu.	Withdrawal		
I am a new graduate student of SEAS this Fall, and my name is xxxx. I am really sorry but I just found that since I should get my 2nd MMR dose 30 days later after I get my 1st dose on 6.20, it will be late for my course registration if I submit my complete Vaccination Documents including my 2nd MMR dose then. So I wonder if I can submit my Vaccination Documents only including 1st MMR dose and submit a complementary document proving my 2nd dose when I come to CU this August? Or is it possible to find other solutions?	Please send documentation of your first MMR does as soon as possible following the instructions available here. Once documentation of your first MMR vaccine does is received, the Columbia Health Office will lift the hold on your registration for 28 days (the required wait period between doses).	Info	Registration, Immunization	
Due to personal reason, I have changed my legal given name on my ID & passport. May I ask who I should contact to update this information with the school? What are the documents I need to provide to update this information? (for example, copies of my passports, the Deed Poll signed by lawyer, etc.)	We can work with the admissions team to make sure your student profile is updated. Please send us copies of your old and new passports, as well as a copy of the legal name change document.	Update	Name	
I am so sorry to tell you that:after days thinking,based on some personal consideration,I have decided to another school…sorry again!	Hello! We are sorry to hear you are considering withdrawing your Promise to Register at Columbia Engineering. Please be advised your deposit is non-refundable. To confirm your withdrawal, please contact seasgradmit@columbia.edu.	Withdrawal		
I'm writing to ask about if I want to defer my graduate study for a year, who or which department should I be contacting?	While we do not offer a deferral option at Columbia Engineering, we encourage you to apply again using the "reactivation" process.   The reactivation process allows you to use your existing application again and waive the application fee for next year. To initiate the reactivation of your application, please go back to our online application system in mid-August and follow the instructions for reactivation.  Most applicants who reactivate are accepted again the second time around, so please do not be overly concerned about your application being reviewed again. Due to the new pool of applicants each term, however, we can not guarantee admission. 	Defer		
Excuse me! My visa has some trouble now, and it is under checking processing.It is said that it may take four weeks or more time. I am afraid that my visa and passport cannot send back punctually. If it really happens, I may be late for orientation and I wonder whether my offer will be declined?	Please contact your respective Department Administrator. Department contacts are available here.	Issue	Visa	
I will be joining the MSOR program this fall and was hoping to secure housing before reaching New York. I am looking to get a single room at the International House for which I applied through the UAH application on May 19th. I wrote to CU Facilities, who advised me that the school must first approve my application before receiving an I-House offer. I would be grateful if you could please check for me if I am approved for I-House by the school?	If you have not received a positive notification from UAH by now, it is highly unlikely you will receive an allocation. I strongly encourage you to seek an alternate accommodation. As you may know, there are several resources available to help you do so here. The password is SEAS2017.	Notification	UAH	
I've read about UAH housing and its waitlist policy, yet still have some questions as below.  I applied for UAH housing at the end of March, and received waitlist recently. Were all CS master students been put on waitlist? When would the waitlist number or final housing availability been notified?	If you have not received a positive notification from UAH by now, it is highly unlikely you will receive an allocation. I strongly encourage you to seek an alternate accommodation. As you may know, there are several resources available to help you do so here. The password is SEAS2017.	Notification	UAH, Waitlist	
Can we have more details regarding the day's program for the orientation? Is it mandatory?	Your Department Orientation is mandatory. Please contact your respective Department Administrator for more information. Department contacts are available here.	Required	Department Orientation	
The official first day of classes is 6th Sept - I was wondering what specific​ ​mandatory programs there are between SEAS welcome day on 19th Aug and start date of classes? Or do classes and programs start earlier?	The 8/19 Welcome Day schedule can be found here; this is not mandatory, but you are responsible for learning the material that is covered, which will also be shared via email. 	Info	Welcome Day	
I have a question regarding housing. Brokers ask for a guarantor when we rent an apartment. Or we need to pay the rent upfront. Can the University provide any letter to help serve that purpose? Not all of us will have relatives in US and paying rent upfront is burdensome.	Information about housing for Grad SEAS students can be found here. Unfortunately, Columbia is unable to serve as a co-signer or guarantor for the purpose of renting an apartment.	Misc	Guarantor	
I have submitted the immunization documents as per the requirements on the 2nd of July and the hold has been removed by the CU Health today. Does this mean I'm eligible for registering for classes on July 25th?	Once documentation of your first MMR vaccine does is received, the Columbia Health Office will lift the hold on your registration for 28 days (the required wait period between doses).	Info	Immunization, Registration	
I was looking at housing options near the university but they are either out of my budget or without proper utilities. UAH has put me on waitlist, whereas one of my friends who applied 1 month later has already gotten an apartment through UAH. That maybe because she is in a different department. But since she already has housing available now, I am left alone for the hunt.  I have gone through several options till now but nothing has quite worked out yet. Most of the options I found had male roommates, or rent too high for me to afford, or they were unfurnished and without heat. Some demanded taking the room on lease for one complete year, which again is something that I cannot finalize sitting here. Since I am coming to US for the first time and I do not have any relatives or friends living there, I do not want to risk looking for an accommodation after reaching New York.  I contacted UAH office but they told me that these decisions are made by individual departments. I hereby request you to help me, if possible, to confirm a room through UAH, because I'm finding it extremely difficult to get a decent housing option near the university.	Thank you for your email. I understand that searching for housing in NY is challenging. While I understanding your hesitation in waiting to search for an accommodation until you arrive, that is my best recommendation since most rentals are listed for immediate move-in. It is also risky to sign a lease from abroad.  If you have not received a positive notification from UAH by now, it is highly unlikely you will receive a UAH allocation. I strongly encourage you to seek an alternate accommodation. As you may know, there are several resources available to help you do so here. The password is SEAS2016. In particular, I suggest posting the facebook housing group to find potential roommates and maximize your search.	Notification	UAH, Waitlist	
I will be a graduate student at Columbia starting fall 2016. I am currently planning my arrival. There is something I need to ask : do you know by when I will be officialy a Columbia University student and by when I can have a document that certifies that I am studying at Columbia University ? If not, do you know whom I may contact to discuss this ?	You may request an enrollment certification letter from the Registrar's office via SSOL once you have registered for classes.	Certification	Student	
I would like to enquire about the possibility of my transferring credits of the courses, that are similar to those required in my MS study as is indicated on the department website, taken previously in my undergraduate study, to my programme. I have taken several graduate-level physic courses in my undergraduate study, where I mostly got satisfying grading. I am not sure whether you are in charge of this and whether you are the person that I should contact concerning this. Should I have mistaken, please be so kindly and inform me as for whom I should contact for enquiry. I really appreciate your help and I wish you have a nice day.	Please inquire about transferring credits with your department administrator, whose contact is available here: http://welcomeday.gradengineering.columbia.edu/contact.html	Info	Transferring Credits	
I am a prospective MS student at Earth & Environmental Engineering. Could you please share details regarding registration of classes, academic advising and other orientation issues. Should I wait for departmental communication in this regard?	Please contact your respective Department Administrator. Department contacts are available here.	Info	Registration	
Is it possible to know when the results of the UAH application are to be declared? Also, is it on a First come first Serve basis depending on the time you applied or are the applicants selected through a lottery?	Housing information can be found here. The password is SEAS2016. UAH allocation notifications will be sent in June and July, 2016. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by August 12, 2016, you may consider your application Waitlisted. 	Notification	UAH	
I checked the registration dates for Grad SEAS students and was expecting to be notified about the registration appointment on SSOL this week. However, when I log in to my account, I am unable to see any registration appointments. I wanted to clarify that there is no problem, and that the appointments have not yet been allotted to students of the Mechanical department. There are no holds on my account.	Please contact your respective Department Administrator. Department contacts are available here.	Issue	Registration	
I when I tried activating the UNI number you proided, the system wouldn't let me. In fact, there was a message that stated "UNI not found or UNI not eligible for account creation. Could this be resolved?	Since you are an incoming student, it is possible that your UNI has still not been activated within the Columbia University IT system. Please note the specific information regarding why you may be receiving the "UNI not found status" here. In case of further clarifications regarding activation of your UNI, kindly contact Columbia University Information Technology (CUIT) by using: "Send a Report to Us".	Issue	UNI	https://cuit.columbia.edu/account-issues-new-student-setting-uniemail-id, https://columbia.service-now.com/
I am an incoming international graduate enrolled in MSOR program. I was noticed via email that IEOR department orientation was on August 18 and its attendance is mandatory. However, I am now going to see a doctor due to a non-infectious disease. I am afraid that I may could not attend orientation on time. So, I am writing to seek for information about the latest arrival and registration date  for an incoming international graduate student.	Please contact your respective Department Administrator. Department contacts are available here.	Info	Department Orientation	
I will matriculate to Mechanical Engineering department’s MS course this fall. Would you mind to ask about when the Department Orientation of ME will be? I want to schedule other things at end of the August. So it will be grateful if you tell me when the Orientation of ME will be.	Please contact your respective Department Administrator. Department contacts are available here.	Info	Department Orientation	
I have applied for the on campus housing and I am wondering when can I know the result of it? the attachment is my visa page and I am looking forward to your reply.	UAH allocation notifications will be sent through early July. If you do not receive a notification from UAH, and your status does not change in the Housing Portal by mid-July you may consider your application Waitlisted. We strongly encourage you to seek an alternate accommodation. As you may know, there are several resources available to help you do so here. The password is SEAS2016. In particular, consider posting in the facebook housing group to find potential roommates and maximize your search.	Notification	UAH	
I am an incoming master's student in Operations Research and have applied for on-campus housing for Fall 2016. I got placed on the wait list and was wondering - based on your experience - how long I would have to wait for a free room?	If you have been Waitlisted for University Apartment Housing, the likelihood of receiving an allocation is low. We strongly encourage you to seek an alternate accommodation. As you may know, there are several resources available to help you do so here. The password is SEAS2016. In particular, consider posting in the facebook housing group to find potential roommates and maximize your search.	Notification	UAH, Waitlist	
I am currently also looking for alternative off-campus housing and it would be great if I could get an estimate on how long I should get a lease for.	For off-campus housing, most leases are for one year. Some students are able to get 18-month leases, but that is not always possible. If you have to sign a lease for a second year, you may consider sub-leasing your apartment for the remaining period between the end of your program and your departure from New York.	Info	Off-campus housing	
Due to some personal issues, I missed the deadline for uploading  the photo id (image) for Columbia Id as part of new student checklist. Apologies for the same. I have uploaded the image as of today and is in pending mode. Can you please let me know the further necessary steps required to be taken after the deadline for it to be considered for the Columbia Id.	Thank you for your email. Your ID will be available at your Department Orientation.	Misc	ID	
I have not been able to see my registration appointment dates on SSOL. In fact, my SSOL only shows information about my activities during undergrad. Do I need to contact CUIT to resolve this problem?	Please contact your respective Department Administrator. Department contacts are available here.	Issue	Registration	
I'm having a hard time finding out if my vaccination records were received and that requirement has been met. Can you help? I can't log in to the two sites the office of Immunizations has pointed out. 	Have you tried calling their office for confirmation? CU Health is typically able to search your records when you call. My office does not have access to your medical documentation. If you have sent copies of your immunization records, to confirm that they have been received, please contact Columbia Health at (212) 854-7210 or immunizationcompliance@columbia.edu.	Notification	Immunization	
Sorry if this is sort of an unwarranted question, but I was wondering if you know what type of discount we as incoming students might get for the US Open welcoming day event? I was planning to get tickets anyway, but just saw that we may receive a discounted price. Is this true?	All GSA and EGSC sponsored events are designed to offer the best value possible to our graduate population. We typically aim for a 50% discount on group pricing, if possible. Please note events such as the US Open are in high demand and typically sell out very quickly.	Info	Events	
I have not been allocated UAH and have made my arrangements for other accommodation. In order to make the rent payment from my bank for the same, I need to provide documentary proof that Columbia university will not be providing housing. Kindly confirm on mail or provide any other appropriate letter stating that I haven't received UAH.	Please email Grad SEAS Housing Liaison Fred Sanchez at fs2553@columbia.edu.	Document	UAH	
In the mail it is said that my department orientation is 18th, But I have not received any other details such as time and venue of this. Who should I contact for the same?	Please contact your respective Department Administrator. Department contacts are available here.	Contact	Department	
I have a question about class enrollment. I'm an incoming student in the MSOR program. I wonder when should I enroll in class. Should I make registration during the appointment time assigned on SSOL, or should I wait until I receive notice from my department?	Please contact your respective Department Administrator. Department contacts are available here.	Info	Enrollment	
I am unable to make the Welcome Day on Friday August 19. Is there anything I need to make up?	While Grad SEAS Welcome Day activities are not mandatory, we strongly encourage incoming graduate students to attend to meet fellow classmates, administrators, and faculty. These activities are intended to help familiarize new students with University resources and build community before everyone gets busy with academics. That said, we understand there are unavoidable circumstances which may delay your arrival in New York.   Please join us for as many of the Fall Welcome Day activities listed here as possible. You will be responsible for learning the material that is covered, which will also be shared via email.	Required	Welcome Day	
I have sent my final school transcripts several days ago, and have my official ETS scores sent when applying for the program. I want to confirm whether these important papers have been received? 	Please refer your question to Graduate Admissions: seasgradmit@columbia.edu.	Confirm	Scores	
I am writing to ask if we will have a detailed schedule, such as the professional development courses between Welcome Day and the start of the fall semester, as my family are planning for a short trip together in between. 	All Grad SEAS Welcome Day activities will be listed here as they are confirmed. Please contact your respective Department Administrator for Department-specific orientation activities. Department contacts are available here.	Info	Welcome Day	
